benchmark_run_id,chunker,embedding,vector_store,retriever,reranker,evaluator,mode,query_count,chunk_count,embedding_dimension,embedding_latency_s,upsert_latency_s,avg_latency_ms,recall_at_1,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_10,precision_at_5,recall_at_5_ci_low,recall_at_5_ci_high,category_recall_at_5,hit_examples,miss_examples,errors
mod_0021,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,dense_cosine,bge-reranker-base,overlap_relevance,local_offline_fallback,506,214,512,0.151087,1e-06,27.96372,0.794466,0.895257,0.936759,0.978261,0.849971,0.865814,0.72253,0.916996,0.954545,"{""general"": 0.8, ""passport_dob"": 1.0, ""pnr"": 0.962963, ""rebooking"": 0.962733, ""refund"": 0.959184, ""ticketing"": 0.6875, ""voucher"": 1.0}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [29, 195, 124, 75, 159]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [119, 120, 126, 154, 147]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [27, 193, 88, 60, 25]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [125, 41, 207, 131, 163]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [153, 47, 213, 132, 101]}]","[{""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [80, 41, 207, 118, 83]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [41, 207, 70, 71, 40]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [153, 89, 72, 81, 86]}, {""query_id"": 38, ""query"": ""how to add a ghostline"", ""category"": ""pnr"", ""top_ids"": [163, 125, 133, 41, 207]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [125, 163, 133, 41, 207]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [81, 70, 65, 91, 145]}, {""query_id"": 141, ""query"": ""what are the customer target groups"", ""category"": ""general"", ""top_ids"": [31, 197, 7, 173, 44]}, {""query_id"": 161, ""query"": ""how to handle retail loss approval for tl/managers/coordinators/cr"", ""category"": ""refund"", ""top_ids"": [41, 207, 43, 209, 9]}, {""query_id"": 191, ""query"": ""how to split passenger"", ""category"": ""rebooking"", ""top_ids"": [86, 133, 28, 194, 7]}, {""query_id"": 194, ""query"": ""how to add seating"", ""category"": ""pnr"", ""top_ids"": [45, 211, 163, 48, 214]}]",
mod_0022,entity_heuristic_w6,openai_text-embedding-3-large,PGVector,dense_cosine,Amazon Rerank v1,overlap_relevance,local_offline_fallback,506,214,512,0.151087,1e-06,28.393542,0.79249,0.893281,0.940711,0.978261,0.848848,0.864869,0.718972,0.920949,0.958498,"{""general"": 0.818182, ""passport_dob"": 1.0, ""pnr"": 0.962963, ""rebooking"": 0.962733, ""refund"": 0.959184, ""ticketing"": 0.75, ""voucher"": 1.0}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [29, 195, 124, 75, 159]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [119, 126, 120, 154, 147]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [27, 193, 88, 60, 25]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [125, 41, 207, 131, 163]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [153, 101, 113, 47, 213]}]","[{""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [80, 41, 207, 118, 83]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [70, 71, 41, 207, 40]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [153, 89, 72, 81, 86]}, {""query_id"": 38, ""query"": ""how to add a ghostline"", ""category"": ""pnr"", ""top_ids"": [163, 125, 133, 41, 207]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [125, 163, 133, 41, 207]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [81, 70, 65, 91, 145]}, {""query_id"": 141, ""query"": ""what are the customer target groups"", ""category"": ""general"", ""top_ids"": [31, 197, 7, 173, 44]}, {""query_id"": 161, ""query"": ""how to handle retail loss approval for tl/managers/coordinators/cr"", ""category"": ""refund"", ""top_ids"": [41, 207, 43, 209, 9]}, {""query_id"": 191, ""query"": ""how to split passenger"", ""category"": ""rebooking"", ""top_ids"": [86, 133, 28, 194, 7]}, {""query_id"": 194, ""query"": ""how to add seating"", ""category"": ""pnr"", ""top_ids"": [45, 211, 163, 48, 214]}]",
mod_0023,entity_heuristic_w6,openai_text-embedding-3-large,PGVector,dense_cosine,Qwen3:4B Rerank,overlap_relevance,local_offline_fallback,506,214,512,0.151087,1e-06,29.076048,0.794466,0.893281,0.936759,0.978261,0.849504,0.865234,0.72253,0.916996,0.954545,"{""general"": 0.8, ""passport_dob"": 1.0, ""pnr"": 0.962963, ""rebooking"": 0.962733, ""refund"": 0.959184, ""ticketing"": 0.6875, ""voucher"": 1.0}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [29, 195, 124, 75, 159]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [119, 120, 126, 154, 147]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [27, 193, 88, 60, 25]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [125, 41, 207, 131, 163]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [153, 47, 213, 132, 101]}]","[{""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [80, 41, 207, 118, 83]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [41, 207, 70, 71, 40]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [153, 89, 72, 81, 86]}, {""query_id"": 38, ""query"": ""how to add a ghostline"", ""category"": ""pnr"", ""top_ids"": [163, 125, 133, 41, 207]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [125, 163, 133, 41, 207]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [81, 70, 65, 91, 145]}, {""query_id"": 141, ""query"": ""what are the customer target groups"", ""category"": ""general"", ""top_ids"": [31, 197, 7, 173, 44]}, {""query_id"": 161, ""query"": ""how to handle retail loss approval for tl/managers/coordinators/cr"", ""category"": ""refund"", ""top_ids"": [41, 207, 43, 209, 9]}, {""query_id"": 191, ""query"": ""how to split passenger"", ""category"": ""rebooking"", ""top_ids"": [86, 133, 28, 194, 7]}, {""query_id"": 194, ""query"": ""how to add seating"", ""category"": ""pnr"", ""top_ids"": [45, 211, 163, 48, 214]}]",
mod_0024,entity_heuristic_w6,openai_text-embedding-3-large,PGVector,dense_cosine,bge-reranker-base,overlap_relevance,local_offline_fallback,506,214,512,0.151087,1e-06,29.213364,0.794466,0.895257,0.936759,0.978261,0.849971,0.865814,0.72253,0.916996,0.954545,"{""general"": 0.8, ""passport_dob"": 1.0, ""pnr"": 0.962963, ""rebooking"": 0.962733, ""refund"": 0.959184, ""ticketing"": 0.6875, ""voucher"": 1.0}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [29, 195, 124, 75, 159]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [119, 120, 126, 154, 147]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [27, 193, 88, 60, 25]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [125, 41, 207, 131, 163]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [153, 47, 213, 132, 101]}]","[{""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [80, 41, 207, 118, 83]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [41, 207, 70, 71, 40]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [153, 89, 72, 81, 86]}, {""query_id"": 38, ""query"": ""how to add a ghostline"", ""category"": ""pnr"", ""top_ids"": [163, 125, 133, 41, 207]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [125, 163, 133, 41, 207]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [81, 70, 65, 91, 145]}, {""query_id"": 141, ""query"": ""what are the customer target groups"", ""category"": ""general"", ""top_ids"": [31, 197, 7, 173, 44]}, {""query_id"": 161, ""query"": ""how to handle retail loss approval for tl/managers/coordinators/cr"", ""category"": ""refund"", ""top_ids"": [41, 207, 43, 209, 9]}, {""query_id"": 191, ""query"": ""how to split passenger"", ""category"": ""rebooking"", ""top_ids"": [86, 133, 28, 194, 7]}, {""query_id"": 194, ""query"": ""how to add seating"", ""category"": ""pnr"", ""top_ids"": [45, 211, 163, 48, 214]}]",
mod_0025,entity_heuristic_w6,openai_text-embedding-3-large,Weaviate,dense_cosine,Amazon Rerank v1,overlap_relevance,local_offline_fallback,506,214,512,0.151087,1e-06,28.132782,0.79249,0.893281,0.940711,0.978261,0.848848,0.864869,0.718972,0.920949,0.958498,"{""general"": 0.818182, ""passport_dob"": 1.0, ""pnr"": 0.962963, ""rebooking"": 0.962733, ""refund"": 0.959184, ""ticketing"": 0.75, ""voucher"": 1.0}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [29, 195, 124, 75, 159]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [119, 126, 120, 154, 147]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [27, 193, 88, 60, 25]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [125, 41, 207, 131, 163]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [153, 101, 113, 47, 213]}]","[{""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [80, 41, 207, 118, 83]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [70, 71, 41, 207, 40]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [153, 89, 72, 81, 86]}, {""query_id"": 38, ""query"": ""how to add a ghostline"", ""category"": ""pnr"", ""top_ids"": [163, 125, 133, 41, 207]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [125, 163, 133, 41, 207]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [81, 70, 65, 91, 145]}, {""query_id"": 141, ""query"": ""what are the customer target groups"", ""category"": ""general"", ""top_ids"": [31, 197, 7, 173, 44]}, {""query_id"": 161, ""query"": ""how to handle retail loss approval for tl/managers/coordinators/cr"", ""category"": ""refund"", ""top_ids"": [41, 207, 43, 209, 9]}, {""query_id"": 191, ""query"": ""how to split passenger"", ""category"": ""rebooking"", ""top_ids"": [86, 133, 28, 194, 7]}, {""query_id"": 194, ""query"": ""how to add seating"", ""category"": ""pnr"", ""top_ids"": [45, 211, 163, 48, 214]}]",
mod_0026,entity_heuristic_w6,openai_text-embedding-3-large,Weaviate,dense_cosine,Qwen3:4B Rerank,overlap_relevance,local_offline_fallback,506,214,512,0.151087,1e-06,28.515005,0.794466,0.893281,0.936759,0.978261,0.849504,0.865234,0.72253,0.916996,0.954545,"{""general"": 0.8, ""passport_dob"": 1.0, ""pnr"": 0.962963, ""rebooking"": 0.962733, ""refund"": 0.959184, ""ticketing"": 0.6875, ""voucher"": 1.0}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [29, 195, 124, 75, 159]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [119, 120, 126, 154, 147]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [27, 193, 88, 60, 25]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [125, 41, 207, 131, 163]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [153, 47, 213, 132, 101]}]","[{""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [80, 41, 207, 118, 83]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [41, 207, 70, 71, 40]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [153, 89, 72, 81, 86]}, {""query_id"": 38, ""query"": ""how to add a ghostline"", ""category"": ""pnr"", ""top_ids"": [163, 125, 133, 41, 207]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [125, 163, 133, 41, 207]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [81, 70, 65, 91, 145]}, {""query_id"": 141, ""query"": ""what are the customer target groups"", ""category"": ""general"", ""top_ids"": [31, 197, 7, 173, 44]}, {""query_id"": 161, ""query"": ""how to handle retail loss approval for tl/managers/coordinators/cr"", ""category"": ""refund"", ""top_ids"": [41, 207, 43, 209, 9]}, {""query_id"": 191, ""query"": ""how to split passenger"", ""category"": ""rebooking"", ""top_ids"": [86, 133, 28, 194, 7]}, {""query_id"": 194, ""query"": ""how to add seating"", ""category"": ""pnr"", ""top_ids"": [45, 211, 163, 48, 214]}]",
mod_0027,entity_heuristic_w6,openai_text-embedding-3-large,Weaviate,dense_cosine,bge-reranker-base,overlap_relevance,local_offline_fallback,506,214,512,0.151087,1e-06,28.435408,0.794466,0.895257,0.936759,0.978261,0.849971,0.865814,0.72253,0.916996,0.954545,"{""general"": 0.8, ""passport_dob"": 1.0, ""pnr"": 0.962963, ""rebooking"": 0.962733, ""refund"": 0.959184, ""ticketing"": 0.6875, ""voucher"": 1.0}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [29, 195, 124, 75, 159]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [119, 120, 126, 154, 147]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [27, 193, 88, 60, 25]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [125, 41, 207, 131, 163]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [153, 47, 213, 132, 101]}]","[{""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [80, 41, 207, 118, 83]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [41, 207, 70, 71, 40]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [153, 89, 72, 81, 86]}, {""query_id"": 38, ""query"": ""how to add a ghostline"", ""category"": ""pnr"", ""top_ids"": [163, 125, 133, 41, 207]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [125, 163, 133, 41, 207]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [81, 70, 65, 91, 145]}, {""query_id"": 141, ""query"": ""what are the customer target groups"", ""category"": ""general"", ""top_ids"": [31, 197, 7, 173, 44]}, {""query_id"": 161, ""query"": ""how to handle retail loss approval for tl/managers/coordinators/cr"", ""category"": ""refund"", ""top_ids"": [41, 207, 43, 209, 9]}, {""query_id"": 191, ""query"": ""how to split passenger"", ""category"": ""rebooking"", ""top_ids"": [86, 133, 28, 194, 7]}, {""query_id"": 194, ""query"": ""how to add seating"", ""category"": ""pnr"", ""top_ids"": [45, 211, 163, 48, 214]}]",
mod_0028,semantic_split,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,local_offline_fallback,506,122,384,0.09971,1e-06,12.233293,0.780632,0.893281,0.920949,0.950593,0.836976,0.851992,0.724901,0.903162,0.944664,"{""general"": 0.654545, ""passport_dob"": 1.0, ""pnr"": 0.925926, ""rebooking"": 0.975155, ""refund"": 0.964286, ""ticketing"": 0.6875, ""voucher"": 0.956522}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [99, 96, 94, 92, 13]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [68, 82, 50, 51, 75]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [9, 109, 3, 103, 5]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [18, 118, 75, 68, 69]}, {""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [15, 115, 17, 117, 18]}]","[{""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [94, 93, 61, 15, 115]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [94, 54, 20, 120, 58]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [44, 90, 98, 51, 88]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [99, 76, 90, 35, 98]}, {""query_id"": 40, ""query"": ""how to add baggage and other ancillaries"", ""category"": ""pnr"", ""top_ids"": [34, 8, 108, 21, 121]}, {""query_id"": 49, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [66, 55, 68, 74, 16]}, {""query_id"": 54, ""query"": ""why do we provide arn to a customer"", ""category"": ""refund"", ""top_ids"": [98, 90, 99, 20, 120]}, {""query_id"": 56, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}, {""query_id"": 58, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}]",
mod_0029,semantic_split,jina_v3,Qdrant,dense_cosine,Qwen3:4B Rerank,overlap_relevance,local_offline_fallback,506,122,384,0.09971,1e-06,12.323053,0.784585,0.895257,0.91502,0.950593,0.839451,0.854937,0.730435,0.895257,0.934783,"{""general"": 0.672727, ""passport_dob"": 1.0, ""pnr"": 0.925926, ""rebooking"": 0.968944, ""refund"": 0.964286, ""ticketing"": 0.5625, ""voucher"": 0.913043}","[{""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [68, 50, 82, 51, 75]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [9, 109, 3, 103, 5]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [18, 118, 75, 90, 68]}, {""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [15, 115, 17, 117, 18]}, {""query_id"": 7, ""query"": ""how to register errand templates for sc scenarios"", ""category"": ""general"", ""top_ids"": [15, 115, 17, 117, 38]}]","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [99, 96, 94, 14, 114]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [94, 93, 61, 15, 115]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [94, 54, 20, 120, 58]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [90, 44, 98, 51, 88]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [99, 76, 90, 35, 98]}, {""query_id"": 40, ""query"": ""how to add baggage and other ancillaries"", ""category"": ""pnr"", ""top_ids"": [34, 21, 121, 8, 108]}, {""query_id"": 49, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [66, 55, 68, 74, 16]}, {""query_id"": 54, ""query"": ""why do we provide arn to a customer"", ""category"": ""refund"", ""top_ids"": [98, 90, 99, 20, 120]}, {""query_id"": 56, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}]",
mod_0030,semantic_split,jina_v3,Qdrant,dense_cosine,bge-reranker-base,overlap_relevance,local_offline_fallback,506,122,384,0.09971,1e-06,12.55465,0.784585,0.893281,0.91502,0.950593,0.839643,0.855334,0.730435,0.895257,0.934783,"{""general"": 0.672727, ""passport_dob"": 1.0, ""pnr"": 0.925926, ""rebooking"": 0.968944, ""refund"": 0.964286, ""ticketing"": 0.5625, ""voucher"": 0.913043}","[{""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [68, 50, 82, 51, 75]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [9, 109, 3, 103, 5]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [18, 118, 75, 90, 68]}, {""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [15, 115, 17, 117, 18]}, {""query_id"": 7, ""query"": ""how to register errand templates for sc scenarios"", ""category"": ""general"", ""top_ids"": [15, 115, 17, 117, 38]}]","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [99, 96, 94, 14, 114]}, {""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [94, 93, 61, 15, 115]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [94, 54, 20, 120, 58]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [90, 44, 98, 51, 88]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [99, 76, 90, 35, 98]}, {""query_id"": 40, ""query"": ""how to add baggage and other ancillaries"", ""category"": ""pnr"", ""top_ids"": [34, 21, 121, 8, 108]}, {""query_id"": 49, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [66, 55, 68, 74, 16]}, {""query_id"": 54, ""query"": ""why do we provide arn to a customer"", ""category"": ""refund"", ""top_ids"": [98, 90, 99, 20, 120]}, {""query_id"": 56, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}]",
mod_0031,semantic_split,jina_v3,PGVector,dense_cosine,Amazon Rerank v1,overlap_relevance,local_offline_fallback,506,122,384,0.09971,1e-06,12.156211,0.780632,0.893281,0.920949,0.950593,0.836976,0.851992,0.724901,0.903162,0.944664,"{""general"": 0.654545, ""passport_dob"": 1.0, ""pnr"": 0.925926, ""rebooking"": 0.975155, ""refund"": 0.964286, ""ticketing"": 0.6875, ""voucher"": 0.956522}","[{""query_id"": 1, ""query"": ""customer has multi pnr and received voucher email only for one pnr"", ""category"": ""voucher"", ""top_ids"": [99, 96, 94, 92, 13]}, {""query_id"": 2, ""query"": ""what is the difference between open ticket and voucher"", ""category"": ""voucher"", ""top_ids"": [68, 82, 50, 51, 75]}, {""query_id"": 3, ""query"": ""what is vi order"", ""category"": ""pnr"", ""top_ids"": [9, 109, 3, 103, 5]}, {""query_id"": 5, ""query"": ""what is sc script - rir message for manual and auto handling in travelport"", ""category"": ""pnr"", ""top_ids"": [18, 118, 75, 68, 69]}, {""query_id"": 6, ""query"": ""what are different scenarios for sc register errand flow"", ""category"": ""general"", ""top_ids"": [15, 115, 17, 117, 18]}]","[{""query_id"": 4, ""query"": ""how to display an old emd record"", ""category"": ""voucher"", ""top_ids"": [94, 93, 61, 15, 115]}, {""query_id"": 17, ""query"": ""how many 2nd line support teams are there"", ""category"": ""refund"", ""top_ids"": [94, 54, 20, 120, 58]}, {""query_id"": 34, ""query"": ""what are the systems used in flight irregularities"", ""category"": ""general"", ""top_ids"": [44, 90, 98, 51, 88]}, {""query_id"": 39, ""query"": ""how to add a remark"", ""category"": ""rebooking"", ""top_ids"": [99, 76, 90, 35, 98]}, {""query_id"": 40, ""query"": ""how to add baggage and other ancillaries"", ""category"": ""pnr"", ""top_ids"": [34, 8, 108, 21, 121]}, {""query_id"": 49, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}, {""query_id"": 51, ""query"": ""what are the main payment systems (psp) that arn currently uses"", ""category"": ""general"", ""top_ids"": [66, 55, 68, 74, 16]}, {""query_id"": 54, ""query"": ""why do we provide arn to a customer"", ""category"": ""refund"", ""top_ids"": [98, 90, 99, 20, 120]}, {""query_id"": 56, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}, {""query_id"": 58, ""query"": ""is an arn request considered as an urgent case"", ""category"": ""general"", ""top_ids"": [94, 61, 51, 93, 14]}]",
